Ch4EmissionRate,Ch4EmissionRateInTgwh,Ch4EmissionRateUnit,City,Co2EmissionRate,Co2EmissionRateInTmwh,Co2EmissionRateUnit,Co2eEmissionRate,Co2eEmissionRateInTmwh,Co2eEmissionRateUnit,Country,CreatedDate,EmissionFactorDataSource,EmissionFactorUpdateYear,GenlConversionFctrRevisionDate,GridSubregion,LocBasedGeothermalMixPct,LocBasedOtherFossilFuelMixPct,LocBasedRenewableEnergyPct,LocBsdRenewableEnrgyNonHydro,LocationBasedBiomassMixPct,LocationBasedCoalMixPct,LocationBasedGasMixPct,LocationBasedHydroMixPct,LocationBasedMixPct,LocationBasedNuclearMixPct,LocationBasedOilMixPct,LocationBasedOtherFuelMixPct,LocationBasedSolarMixPct,LocationBasedWindMixPct,MarketBasedBiomassMixPct,MarketBasedCoalMixPct,MarketBasedGasMixPct,MarketBasedHydroMixPct,MarketBasedMixPct,MarketBasedNuclearMixPct,MarketBasedOilMixPct,MarketBasedOtherFuelMixPct,MarketBasedSolarMixPct,MarketBasedWindMixPct,MktBasedGeothermalMixPct,MktBasedOtherFossilFuelMixPct,MktBasedRenewableEnergyPct,MktBsdCo2eEmissionRate,MktBsdCo2eEmissionRateInTmwh,MktBsdCo2eEmissionRateUnit,MktBsdRenewableEnrgyNonHydro,N2oEmissionRate,N2oEmissionRateInTgwh,N2oEmissionRateUnit,Name,PostalCodeSet,State
0.016,0.016,G_PER_KWH,,186.5,0.1865,G_PER_KWH,187.46,0.18746,G_PER_KWH,PA,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,187.46,0.18746,G_PER_KWH,0,0.002684564,0.002684564,G_PER_KWH,Panama - IEA 2017,,
0.024,0.024,G_PER_KWH,,657.6,0.6576,G_PER_KWH,659.61,0.65961,G_PER_KWH,CY,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,659.61,0.65961,G_PER_KWH,0,0.005033557,0.005033557,G_PER_KWH,Cyprus - IEA 2016,,
0.024,0.024,G_PER_KWH,,499.8,0.4998,G_PER_KWH,501.78,0.50178,G_PER_KWH,CZ,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,501.78,0.50178,G_PER_KWH,0,0.005033557,0.005033557,G_PER_KWH,Czech Republic - IEA 2017,,
0.004,0.004,G_PER_KWH,,386.1,0.3861,G_PER_KWH,386.59,0.38659,G_PER_KWH,CG,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,386.59,0.38659,G_PER_KWH,0,0.00704698,0.00704698,G_PER_KWH,Congo - IEA 2016,,
0.008,0.008,G_PER_KWH,,623.6,0.6236,G_PER_KWH,625.98,0.62598,G_PER_KWH,CN,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,625.98,0.62598,G_PER_KWH,0,0.001006711,0.001006711,G_PER_KWH,Chinese Taipei - IEA 2017,,
0.012,0.012,G_PER_KWH,,585.8,0.5858,G_PER_KWH,588.29,0.58829,G_PER_KWH,CN,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,588.29,0.58829,G_PER_KWH,0,0.007718121,0.007718121,G_PER_KWH,Chinese Taipei - IEA 2016,,
0.02,0.02,G_PER_KWH,,50.7,0.0507,G_PER_KWH,50.88,0.05088,G_PER_KWH,KG,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,50.88,0.05088,G_PER_KWH,0,0.004026846,0.004026846,G_PER_KWH,Kyrgyzstan - IEA 2017,,
0,0,G_PER_KWH,,172.7,0.1727,G_PER_KWH,176.02,0.17602,G_PER_KWH,LU,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,176.02,0.17602,G_PER_KWH,0,0.000671141,0.000671141,G_PER_KWH,Luxembourg - IEA 2017,,
0.052,0.052,G_PER_KWH,,202.8,0.2028,G_PER_KWH,206.32,0.20632,G_PER_KWH,LU,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,206.32,0.20632,G_PER_KWH,0,0.00704698,0.00704698,G_PER_KWH,Luxembourg - IEA 2016,,
0.056,0.056,G_PER_KWH,,713.5,0.7135,G_PER_KWH,716.3,0.7163,G_PER_KWH,MK,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,716.3,0.7163,G_PER_KWH,0,0.00738255,0.00738255,G_PER_KWH,Macedonia - IEA 2017,,
,0,KG_PER_KWH,,,0,KG_PER_KWH,479.81,0.47981,G_PER_KWH,US,2022-05-13T22:22:15.000+0000,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2019,,Duke Energy Florida Inc,0,,2,1,0,4,89,1,101,3,0,3,1,0,0,4,89,1,101,3,0,3,1,0,0,,2,479.81,0.47981,G_PER_KWH,1,,0,KG_PER_KWH,United States - US-FLA-FPC - electricityMap 2019,,
,0,KG_PER_KWH,,,0,KG_PER_KWH,390.58,0.39058,G_PER_KWH,US,2022-05-13T22:22:15.000+0000,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2019,,Florida Power & Light Company,0,,2,2,0,2,66,0,101,22,0,9,2,0,0,2,66,0,101,22,0,9,2,0,0,,2,390.58,0.39058,G_PER_KWH,2,,0,KG_PER_KWH,United States - US-FLA-FPL - electricityMap 2019,,
,0,KG_PER_KWH,,,0,KG_PER_KWH,635.03,0.63503,G_PER_KWH,US,2022-05-13T22:22:15.000+0000,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2019,,Gainesville Regional Utilities,0,,0,0,0,29,40,0,99,2,0,28,0,0,0,29,40,0,99,2,0,28,0,0,0,,0,635.03,0.63503,G_PER_KWH,0,,0,KG_PER_KWH,United States - US-FLA-GVL - electricityMap 2019,,
,0,KG_PER_KWH,,,0,KG_PER_KWH,405.4,0.4054,G_PER_KWH,US,2022-05-13T22:22:15.000+0000,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2019,,City Of Homestead,0,,3,3,0,1,67,0,99,18,0,10,3,0,0,1,67,0,99,18,0,10,3,0,0,,3,405.4,0.4054,G_PER_KWH,3,,0,KG_PER_KWH,United States - US-FLA-HST - electricityMap 2019,,
,0,KG_PER_KWH,,,0,KG_PER_KWH,551.62,0.55162,G_PER_KWH,US,2022-05-13T22:22:15.000+0000,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2019,,JEA,0,,1,1,0,31,57,0,100,8,0,3,1,0,0,31,57,0,100,8,0,3,1,0,0,,1,551.62,0.55162,G_PER_KWH,1,,0,KG_PER_KWH,United States - US-FLA-JEA - electricityMap 2019,,
0.012,0.012,G_PER_KWH,,241.1,0.2411,G_PER_KWH,242.53,0.24253,G_PER_KWH,PA,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,242.53,0.24253,G_PER_KWH,0,0.002348993,0.002348993,G_PER_KWH,Panama - IEA 2016,,
0.016,0.016,G_PER_KWH,,0,0,G_PER_KWH,0,0.001426187875,G_PER_KWH,PY,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,0,0,G_PER_KWH,0,0.003691275,0.003691275,G_PER_KWH,Paraguay - IEA 2017,,
0,0,G_PER_KWH,,668.8,0.6688,G_PER_KWH,671.8,0.6718,G_PER_KWH,PH,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,671.8,0.6718,G_PER_KWH,0,0,0,G_PER_KWH,Philippines - IEA 2017,,
0.016,0.016,G_PER_KWH,,134,0.134,G_PER_KWH,134.67,0.13467,G_PER_KWH,CO,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,134.67,0.13467,G_PER_KWH,0,0.007718121,0.007718121,G_PER_KWH,Colombia - IEA 2017,,
0.008,0.008,G_PER_KWH,,220.4,0.2204,G_PER_KWH,221.45,0.22145,G_PER_KWH,CO,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,221.45,0.22145,G_PER_KWH,0,0.001677852,0.001677852,G_PER_KWH,Colombia - IEA 2016,,
0.012,0.012,G_PER_KWH,,332.4,0.3324,G_PER_KWH,332.8,0.3328,G_PER_KWH,CG,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,332.8,0.3328,G_PER_KWH,0,0.002684564,0.002684564,G_PER_KWH,Congo - IEA 2017,,
0.008,0.008,G_PER_KWH,,530.1,0.5301,G_PER_KWH,532.17,0.53217,G_PER_KWH,CZ,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,532.17,0.53217,G_PER_KWH,0,0.000671141,0.000671141,G_PER_KWH,Czech Republic - IEA 2016,,
0.004,0.004,G_PER_KWH,,150.6,0.1506,G_PER_KWH,151.33,0.15133,G_PER_KWH,DK,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,151.33,0.15133,G_PER_KWH,0,0.00738255,0.00738255,G_PER_KWH,Denmark - IEA 2017,,
0.008,0.008,G_PER_KWH,,611.3,0.6113,G_PER_KWH,613.75,0.61375,G_PER_KWH,MK,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,613.75,0.61375,G_PER_KWH,0,0.009731544,0.009731544,G_PER_KWH,Macedonia - IEA 2016,,
0.008,0.008,G_PER_KWH,,650,0.65,G_PER_KWH,652.47,0.65247,G_PER_KWH,MY,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,652.47,0.65247,G_PER_KWH,0,0.008389262,0.008389262,G_PER_KWH,Malaysia - IEA 2017,,
0.012,0.012,G_PER_KWH,,654.9,0.6549,G_PER_KWH,657.28,0.65728,G_PER_KWH,MY,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,657.28,0.65728,G_PER_KWH,0,0.008053691,0.008053691,G_PER_KWH,Malaysia - IEA 2016,,
0.012,0.012,G_PER_KWH,,431.1,0.4311,G_PER_KWH,431.68,0.43168,G_PER_KWH,MT,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,431.68,0.43168,G_PER_KWH,0,0.007718121,0.007718121,G_PER_KWH,Malta - IEA 2017,,
,0,KG_PER_KWH,,,0,KG_PER_KWH,678.93,0.67893,G_PER_KWH,US,2022-05-13T22:22:15.000+0000,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2019,,Seminole Electric Cooperative,0,,0,0,0,3,97,0,100,0,0,0,0,0,0,3,97,0,100,0,0,0,0,0,0,,0,678.93,0.67893,G_PER_KWH,0,,0,KG_PER_KWH,United States - US-FLA-SEC - electricityMap 2019,,
,0,KG_PER_KWH,,,0,KG_PER_KWH,473.84,0.47384,G_PER_KWH,US,2022-05-13T22:22:15.000+0000,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2019,,City Of Tallahassee,0,,2,1,0,5,88,1,99,4,0,0,1,0,0,5,88,1,99,4,0,0,1,0,0,,2,473.84,0.47384,G_PER_KWH,1,,0,KG_PER_KWH,United States - US-FLA-TAL - electricityMap 2019,,
,0,KG_PER_KWH,,,0,KG_PER_KWH,551.59,0.55159,G_PER_KWH,US,2022-05-13T22:22:15.000+0000,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2019,,Tampa Electric Company,0,,3,3,0,16,68,0,99,0,0,12,3,0,0,16,68,0,99,0,0,12,3,0,0,,3,551.59,0.55159,G_PER_KWH,3,,0,KG_PER_KWH,United States - US-FLA-TEC - electricityMap 2019,,
,0,KG_PER_KWH,,,0,KG_PER_KWH,628.73,0.62873,G_PER_KWH,US,2022-05-13T22:22:15.000+0000,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2019,,Oahu,0,,10,10,6,19,0,0,100,0,71,0,2,2,6,19,0,0,100,0,71,0,2,2,0,,10,628.73,0.62873,G_PER_KWH,10,,0,KG_PER_KWH,United States - US-HI-OA - electricityMap 2019,,
,0,KG_PER_KWH,,,0,KG_PER_KWH,315.65,0.31565,G_PER_KWH,US,2022-05-13T22:22:15.000+0000,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2019,,IPC,2,,56,18,0,29,14,38,99,0,0,0,2,14,0,29,14,38,99,0,0,0,2,14,2,,56,315.65,0.31565,G_PER_KWH,18,,0,KG_PER_KWH,United States - US-IPC - electricityMap 2019,,
0.012,0.012,G_PER_KWH,,0.1,0.0001,G_PER_KWH,0.1,0.0001,G_PER_KWH,PY,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,0.1,0.0001,G_PER_KWH,0,0.010067114,0.010067114,G_PER_KWH,Paraguay - IEA 2016,,
0,0,G_PER_KWH,,221.6,0.2216,G_PER_KWH,222.47,0.22247,G_PER_KWH,PE,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,222.47,0.22247,G_PER_KWH,0,0,0,G_PER_KWH,Peru - IEA 2017,,
0.012,0.012,G_PER_KWH,,264.8,0.2648,G_PER_KWH,265.47,0.26547,G_PER_KWH,PE,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,265.47,0.26547,G_PER_KWH,0,0.002013423,0.002013423,G_PER_KWH,Peru - IEA 2016,,
0.008,0.008,G_PER_KWH,,496.4,0.4964,G_PER_KWH,496.89,0.49689,G_PER_KWH,DZ,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,496.89,0.49689,G_PER_KWH,0,0.001677852,0.001677852,G_PER_KWH,Algeria - IEA 2017,,
0.008,0.008,G_PER_KWH,,509.5,0.5095,G_PER_KWH,509.99,0.50999,G_PER_KWH,DZ,2022-05-13T22:22:15.000+0000,"Based on IEA data from the IEA (2018) CO2 Emissions from Fuel Combustion, www.iea.org/statistics. All rights reserved; as modified by Salesforce. 

NOTE: IEA gives emissions factor data for CO2, CH4 and N2O. Values for CH4 and N2O are given by IEA in converted CO2e units, where IEA has applied global warming potentials (GWP) from the 4th Assessment of the IPCC. Salesforce has modified this data to show unconverted CH4 and N2O values in the Location-Based Emissions Factors page section. Salesforce's value for Total CO2e uses GWP values from IPCC AR5.",2019,,,,,0,0,,,,,100,,,100,,,,,,,100,,,100,,,,,0,509.99,0.50999,G_PER_KWH,0,0.001006711,0.001006711,G_PER_KWH,Algeria - IEA 2016,,
